instituicao,uf,exercicio,coluna,conta,periodo,periodicidade,valor,cores,mr,mr_mes,mes,mes_ano,final_mes,mes_ano_end
Governo do Estado do Pará,PA,2017,<MR-5>,ICMS,6,B,863394402.35,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado do Pará,PA,2017,<MR-6>,ICMS,6,B,827014400.03,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado do Pará,PA,2017,<MR-7>,ICMS,6,B,812992433.54,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado do Pará,PA,2017,<MR-8>,ICMS,6,B,828415895.13,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado do Pará,PA,2017,<MR-9>,ICMS,6,B,737775768.68,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado do Pará,PA,2017,<MR>,ICMS,6,B,897282280.43,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado do Pará,PA,2018,<MR-1>,ICMS,6,B,945428837.5,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado do Pará,PA,2018,<MR-10>,ICMS,6,B,837471820.85,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado do Pará,PA,2018,<MR-11>,ICMS,6,B,950925756.75,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado do Pará,PA,2018,<MR-2>,ICMS,6,B,984882733.22,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado do Pará,PA,2018,<MR-3>,ICMS,6,B,966155730.29,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado do Pará,PA,2018,<MR-4>,ICMS,6,B,970912598.24,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado do Pará,PA,2018,<MR-5>,ICMS,6,B,907999669.84,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado do Pará,PA,2018,<MR-6>,ICMS,6,B,835079516.64,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado do Pará,PA,2018,<MR-7>,ICMS,6,B,827413314.3,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado do Pará,PA,2018,<MR-8>,ICMS,6,B,824335411.74,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado do Pará,PA,2018,<MR-9>,ICMS,6,B,726048896.54,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado do Pará,PA,2018,<MR>,ICMS,6,B,980462773.66,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado do Pará,PA,2019,<MR-1>,ICMS,6,B,1156855944.75,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado do Pará,PA,2019,<MR-10>,ICMS,6,B,937487747.83,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado do Pará,PA,2019,<MR-11>,ICMS,6,B,1010724922.32,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado do Pará,PA,2019,<MR-2>,ICMS,6,B,1080281036.67,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado do Pará,PA,2019,<MR-3>,ICMS,6,B,1069704933.4,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado do Pará,PA,2019,<MR-4>,ICMS,6,B,1057255240.77,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado do Pará,PA,2019,<MR-5>,ICMS,6,B,1031118560.09,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado do Pará,PA,2019,<MR-6>,ICMS,6,B,977096132.98,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado do Pará,PA,2019,<MR-7>,ICMS,6,B,963325947.64,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado do Pará,PA,2019,<MR-8>,ICMS,6,B,898198506.79,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado do Pará,PA,2019,<MR-9>,ICMS,6,B,890799931.15,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado do Pará,PA,2019,<MR>,ICMS,6,B,1128276256.67,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado do Paraná,PR,2015,<MR-1>,ICMS,6,B,2304310678.07,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado do Paraná,PR,2015,<MR-10>,ICMS,6,B,1648260145.93,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado do Paraná,PR,2015,<MR-11>,ICMS,6,B,2130795517.86,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado do Paraná,PR,2015,<MR-2>,ICMS,6,B,2179172480.63,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado do Paraná,PR,2015,<MR-3>,ICMS,6,B,2263299406.68,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado do Paraná,PR,2015,<MR-4>,ICMS,6,B,2028240910.04,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado do Paraná,PR,2015,<MR-5>,ICMS,6,B,2059225361.94,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado do Paraná,PR,2015,<MR-6>,ICMS,6,B,1996708396.63,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado do Paraná,PR,2015,<MR-7>,ICMS,6,B,2094608332.88,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado do Paraná,PR,2015,<MR-8>,ICMS,6,B,2015962077.69,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado do Paraná,PR,2015,<MR-9>,ICMS,6,B,1892880290.92,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado do Paraná,PR,2015,<MR>,ICMS,6,B,2248254316.39,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado do Paraná,PR,2016,<MR-1>,ICMS,6,B,2197286335.16,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado do Paraná,PR,2016,<MR-10>,ICMS,6,B,2026453634.81,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado do Paraná,PR,2016,<MR-11>,ICMS,6,B,2291412388.46,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado do Paraná,PR,2016,<MR-2>,ICMS,6,B,2155182182.44,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado do Paraná,PR,2016,<MR-3>,ICMS,6,B,2116465202.17,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado do Paraná,PR,2016,<MR-4>,ICMS,6,B,2178156875.32,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado do Paraná,PR,2016,<MR-5>,ICMS,6,B,2153139831.24,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado do Paraná,PR,2016,<MR-6>,ICMS,6,B,2103870933.66,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado do Paraná,PR,2016,<MR-7>,ICMS,6,B,2141843754.29,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado do Paraná,PR,2016,<MR-8>,ICMS,6,B,2163348166.94,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado do Paraná,PR,2016,<MR-9>,ICMS,6,B,2280871300.04,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado do Paraná,PR,2016,<MR>,ICMS,6,B,2294132345.11,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado do Paraná,PR,2017,<MR-1>,ICMS,6,B,2395231005.05,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado do Paraná,PR,2017,<MR-10>,ICMS,6,B,2041220785.44,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado do Paraná,PR,2017,<MR-11>,ICMS,6,B,4057228240.11,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado do Paraná,PR,2017,<MR-2>,ICMS,6,B,2410030289.1,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado do Paraná,PR,2017,<MR-3>,ICMS,6,B,2468155767.2,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado do Paraná,PR,2017,<MR-4>,ICMS,6,B,2367466728.78,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado do Paraná,PR,2017,<MR-5>,ICMS,6,B,2305054286.02,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado do Paraná,PR,2017,<MR-6>,ICMS,6,B,2136784898.29,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado do Paraná,PR,2017,<MR-7>,ICMS,6,B,2289522510.18,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado do Paraná,PR,2017,<MR-8>,ICMS,6,B,2439898443.52,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado do Paraná,PR,2017,<MR-9>,ICMS,6,B,2149193677.05,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado do Paraná,PR,2017,<MR>,ICMS,6,B,2452417085.49,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado do Paraná,PR,2018,<MR-1>,ICMS,6,B,2661582625.88,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado do Paraná,PR,2018,<MR-10>,ICMS,6,B,2160988365.76,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado do Paraná,PR,2018,<MR-11>,ICMS,6,B,3140276885.2,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado do Paraná,PR,2018,<MR-2>,ICMS,6,B,2540724886.45,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado do Paraná,PR,2018,<MR-3>,ICMS,6,B,2552613129.61,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado do Paraná,PR,2018,<MR-4>,ICMS,6,B,2553427563.45,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado do Paraná,PR,2018,<MR-5>,ICMS,6,B,2381033915.46,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado do Paraná,PR,2018,<MR-6>,ICMS,6,B,2315634322.14,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado do Paraná,PR,2018,<MR-7>,ICMS,6,B,2515190636.64,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado do Paraná,PR,2018,<MR-8>,ICMS,6,B,2155074752.66,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado do Paraná,PR,2018,<MR-9>,ICMS,6,B,2175580441.75,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado do Paraná,PR,2018,<MR>,ICMS,6,B,2689963990.02,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado do Paraná,PR,2019,<MR-1>,ICMS,6,B,2728780519.53,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado do Paraná,PR,2019,<MR-10>,ICMS,6,B,2350706837.14,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado do Paraná,PR,2019,<MR-11>,ICMS,6,B,2682586631.19,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado do Paraná,PR,2019,<MR-2>,ICMS,6,B,2617467310.98,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado do Paraná,PR,2019,<MR-3>,ICMS,6,B,2572721294.55,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado do Paraná,PR,2019,<MR-4>,ICMS,6,B,2732260238.95,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado do Paraná,PR,2019,<MR-5>,ICMS,6,B,2464088443.15,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado do Paraná,PR,2019,<MR-6>,ICMS,6,B,2455727949.58,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado do Paraná,PR,2019,<MR-7>,ICMS,6,B,2491194366.42,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado do Paraná,PR,2019,<MR-8>,ICMS,6,B,2494224474.22,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado do Paraná,PR,2019,<MR-9>,ICMS,6,B,2544275746.62,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado do Paraná,PR,2019,<MR>,ICMS,6,B,2762497728.49,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado do Piauí,PI,2015,<MR-1>,ICMS,6,B,260321486.14,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado do Piauí,PI,2015,<MR-10>,ICMS,6,B,270234050.86,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado do Piauí,PI,2015,<MR-11>,ICMS,6,B,288959746.73,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado do Piauí,PI,2015,<MR-2>,ICMS,6,B,269526479.82,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado do Piauí,PI,2015,<MR-3>,ICMS,6,B,311874530.99,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado do Piauí,PI,2015,<MR-4>,ICMS,6,B,260035623.45,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado do Piauí,PI,2015,<MR-5>,ICMS,6,B,264958148.92,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado do Piauí,PI,2015,<MR-6>,ICMS,6,B,289744128.68,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado do Piauí,PI,2015,<MR-7>,ICMS,6,B,237149074.34,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado do Piauí,PI,2015,<MR-8>,ICMS,6,B,260187079.18,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado do Piauí,PI,2015,<MR-9>,ICMS,6,B,222262411.75,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado do Piauí,PI,2015,<MR>,ICMS,6,B,259580583.79,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado do Piauí,PI,2016,<MR-1>,ICMS,6,B,298593889.05,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado do Piauí,PI,2016,<MR-10>,ICMS,6,B,282294881.45,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado do Piauí,PI,2016,<MR-11>,ICMS,6,B,309171351.67,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado do Piauí,PI,2016,<MR-2>,ICMS,6,B,297210720.71,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado do Piauí,PI,2016,<MR-3>,ICMS,6,B,289881377.63,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado do Piauí,PI,2016,<MR-4>,ICMS,6,B,297366479.53,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado do Piauí,PI,2016,<MR-5>,ICMS,6,B,279022220.98,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado do Piauí,PI,2016,<MR-6>,ICMS,6,B,279185719.31,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado do Piauí,PI,2016,<MR-7>,ICMS,6,B,257694215.39,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado do Piauí,PI,2016,<MR-8>,ICMS,6,B,271014862.93,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado do Piauí,PI,2016,<MR-9>,ICMS,6,B,259958984.26,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado do Piauí,PI,2016,<MR>,ICMS,6,B,284857915.05,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado do Piauí,PI,2017,<MR-1>,ICMS,6,B,350356250.69,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado do Piauí,PI,2017,<MR-10>,ICMS,6,B,310472621.77,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado do Piauí,PI,2017,<MR-11>,ICMS,6,B,328385254.25,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado do Piauí,PI,2017,<MR-2>,ICMS,6,B,322520276.56,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado do Piauí,PI,2017,<MR-3>,ICMS,6,B,325663540.89,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado do Piauí,PI,2017,<MR-4>,ICMS,6,B,310207182.92,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado do Piauí,PI,2017,<MR-5>,ICMS,6,B,299791014.43,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado do Piauí,PI,2017,<MR-6>,ICMS,6,B,307176674.6,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado do Piauí,PI,2017,<MR-7>,ICMS,6,B,288694496.42,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado do Piauí,PI,2017,<MR-8>,ICMS,6,B,292986010.78,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado do Piauí,PI,2017,<MR-9>,ICMS,6,B,262312433.34,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado do Piauí,PI,2017,<MR>,ICMS,6,B,381794108.73,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado do Piauí,PI,2018,<MR-1>,ICMS,6,B,355715817.1,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado do Piauí,PI,2018,<MR-10>,ICMS,6,B,308984077.51,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado do Piauí,PI,2018,<MR-11>,ICMS,6,B,345058815.15,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado do Piauí,PI,2018,<MR-2>,ICMS,6,B,485115669.08,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado do Piauí,PI,2018,<MR-3>,ICMS,6,B,365968434.35,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado do Piauí,PI,2018,<MR-4>,ICMS,6,B,380647817.65,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado do Piauí,PI,2018,<MR-5>,ICMS,6,B,395210095,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado do Piauí,PI,2018,<MR-6>,ICMS,6,B,367560863.57,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado do Piauí,PI,2018,<MR-7>,ICMS,6,B,317475580.39,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado do Piauí,PI,2018,<MR-8>,ICMS,6,B,330076850.21,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado do Piauí,PI,2018,<MR-9>,ICMS,6,B,326187382.98,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado do Piauí,PI,2018,<MR>,ICMS,6,B,473570442.07,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado do Piauí,PI,2019,<MR-1>,ICMS,6,B,375573084.3,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado do Piauí,PI,2019,<MR-10>,ICMS,6,B,321897537.33,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado do Piauí,PI,2019,<MR-11>,ICMS,6,B,422064468.41,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado do Piauí,PI,2019,<MR-2>,ICMS,6,B,433459238.6,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado do Piauí,PI,2019,<MR-3>,ICMS,6,B,392263442.19,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado do Piauí,PI,2019,<MR-4>,ICMS,6,B,394814753.35,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado do Piauí,PI,2019,<MR-5>,ICMS,6,B,413895579.39,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado do Piauí,PI,2019,<MR-6>,ICMS,6,B,325001393.04,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado do Piauí,PI,2019,<MR-7>,ICMS,6,B,313937552.25,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado do Piauí,PI,2019,<MR-8>,ICMS,6,B,440753618.32,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado do Piauí,PI,2019,<MR-9>,ICMS,6,B,290328070.68,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado do Piauí,PI,2019,<MR>,ICMS,6,B,356953754.43,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado do Rio de Janeiro,RJ,2015,<MR-1>,ICMS,6,B,2591369553,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado do Rio de Janeiro,RJ,2015,<MR-10>,ICMS,6,B,2506978674,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado do Rio de Janeiro,RJ,2015,<MR-11>,ICMS,6,B,2663548708,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado do Rio de Janeiro,RJ,2015,<MR-2>,ICMS,6,B,2864306177,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado do Rio de Janeiro,RJ,2015,<MR-3>,ICMS,6,B,2572900010,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado do Rio de Janeiro,RJ,2015,<MR-4>,ICMS,6,B,2486192098,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado do Rio de Janeiro,RJ,2015,<MR-5>,ICMS,6,B,2892236978,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado do Rio de Janeiro,RJ,2015,<MR-6>,ICMS,6,B,2717551921,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado do Rio de Janeiro,RJ,2015,<MR-7>,ICMS,6,B,2595135290,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado do Rio de Janeiro,RJ,2015,<MR-8>,ICMS,6,B,2626255759,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado do Rio de Janeiro,RJ,2015,<MR-9>,ICMS,6,B,2495449664,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado do Rio de Janeiro,RJ,2015,<MR>,ICMS,6,B,2970826153,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado do Rio de Janeiro,RJ,2016,<MR-1>,ICMS,6,B,2505423066,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado do Rio de Janeiro,RJ,2016,<MR-10>,ICMS,6,B,2614663652,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado do Rio de Janeiro,RJ,2016,<MR-11>,ICMS,6,B,2926411508,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado do Rio de Janeiro,RJ,2016,<MR-2>,ICMS,6,B,2557071423,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado do Rio de Janeiro,RJ,2016,<MR-3>,ICMS,6,B,2375270684,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado do Rio de Janeiro,RJ,2016,<MR-4>,ICMS,6,B,2409294555,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado do Rio de Janeiro,RJ,2016,<MR-5>,ICMS,6,B,2431413439,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado do Rio de Janeiro,RJ,2016,<MR-6>,ICMS,6,B,2481190634.03,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado do Rio de Janeiro,RJ,2016,<MR-7>,ICMS,6,B,2546804735,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado do Rio de Janeiro,RJ,2016,<MR-8>,ICMS,6,B,2775394595,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado do Rio de Janeiro,RJ,2016,<MR-9>,ICMS,6,B,2632046180,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado do Rio de Janeiro,RJ,2016,<MR>,ICMS,6,B,2844885458,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado do Rio de Janeiro,RJ,2017,<MR-1>,ICMS,6,B,2731232002,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado do Rio de Janeiro,RJ,2017,<MR-10>,ICMS,6,B,2580038761,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado do Rio de Janeiro,RJ,2017,<MR-11>,ICMS,6,B,2873629240,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado do Rio de Janeiro,RJ,2017,<MR-2>,ICMS,6,B,2635462032,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado do Rio de Janeiro,RJ,2017,<MR-3>,ICMS,6,B,2738455174,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado do Rio de Janeiro,RJ,2017,<MR-4>,ICMS,6,B,2643755630,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado do Rio de Janeiro,RJ,2017,<MR-5>,ICMS,6,B,2547936580,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado do Rio de Janeiro,RJ,2017,<MR-6>,ICMS,6,B,2590748726,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado do Rio de Janeiro,RJ,2017,<MR-7>,ICMS,6,B,2580184472,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado do Rio de Janeiro,RJ,2017,<MR-8>,ICMS,6,B,2777525808,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado do Rio de Janeiro,RJ,2017,<MR-9>,ICMS,6,B,2614013428,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado do Rio de Janeiro,RJ,2017,<MR>,ICMS,6,B,2899942938,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado do Rio de Janeiro,RJ,2018,<MR-1>,ICMS,6,B,3617463455,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado do Rio de Janeiro,RJ,2018,<MR-10>,ICMS,6,B,2964240825,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
