instituicao,uf,exercicio,coluna,conta,periodo,periodicidade,valor,cores,mr,mr_mes,mes,mes_ano,final_mes,mes_ano_end
Governo do Estado de Santa Catarina,SC,2019,<MR-6>,ICMS,6,B,1903671732.86,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado de Santa Catarina,SC,2019,<MR-7>,ICMS,6,B,1922098631.81,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado de Santa Catarina,SC,2019,<MR-8>,ICMS,6,B,1946202400.74,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado de Santa Catarina,SC,2019,<MR-9>,ICMS,6,B,1876622209.26,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado de Santa Catarina,SC,2019,<MR>,ICMS,6,B,2189116807.21,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado de São Paulo,SP,2015,<MR-1>,ICMS,6,B,10216025232.22,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado de São Paulo,SP,2015,<MR-10>,ICMS,6,B,9830658240.44,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado de São Paulo,SP,2015,<MR-11>,ICMS,6,B,9822512550.73,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado de São Paulo,SP,2015,<MR-2>,ICMS,6,B,10300647310.7,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado de São Paulo,SP,2015,<MR-3>,ICMS,6,B,10414971409.62,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado de São Paulo,SP,2015,<MR-4>,ICMS,6,B,9730671740.17,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado de São Paulo,SP,2015,<MR-5>,ICMS,6,B,10180745645.54,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado de São Paulo,SP,2015,<MR-6>,ICMS,6,B,10184892307.12,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado de São Paulo,SP,2015,<MR-7>,ICMS,6,B,9569350695.06,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado de São Paulo,SP,2015,<MR-8>,ICMS,6,B,9973815887.54,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado de São Paulo,SP,2015,<MR-9>,ICMS,6,B,9756072001.27,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado de São Paulo,SP,2015,<MR>,ICMS,6,B,11022504949.49,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado de São Paulo,SP,2016,<MR-1>,ICMS,6,B,10765141742.38,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado de São Paulo,SP,2016,<MR-10>,ICMS,6,B,9754944442.96,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado de São Paulo,SP,2016,<MR-11>,ICMS,6,B,10162839711.7,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado de São Paulo,SP,2016,<MR-2>,ICMS,6,B,10174122808.43,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado de São Paulo,SP,2016,<MR-3>,ICMS,6,B,10000598689.17,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado de São Paulo,SP,2016,<MR-4>,ICMS,6,B,10036497335.1,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado de São Paulo,SP,2016,<MR-5>,ICMS,6,B,9704869501.73,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado de São Paulo,SP,2016,<MR-6>,ICMS,6,B,10211822096.49,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado de São Paulo,SP,2016,<MR-7>,ICMS,6,B,9802330837.45,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado de São Paulo,SP,2016,<MR-8>,ICMS,6,B,9607429991.67,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado de São Paulo,SP,2016,<MR-9>,ICMS,6,B,9963997518.87,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado de São Paulo,SP,2016,<MR>,ICMS,6,B,10934255641.47,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado de São Paulo,SP,2017,<MR-1>,ICMS,6,B,11165636169.31,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado de São Paulo,SP,2017,<MR-10>,ICMS,6,B,8832934411.49,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado de São Paulo,SP,2017,<MR-11>,ICMS,6,B,10657503630.28,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado de São Paulo,SP,2017,<MR-2>,ICMS,6,B,10853825113.19,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado de São Paulo,SP,2017,<MR-3>,ICMS,6,B,10863974042.1,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado de São Paulo,SP,2017,<MR-4>,ICMS,6,B,10657683031.61,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado de São Paulo,SP,2017,<MR-5>,ICMS,6,B,10345998803.55,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado de São Paulo,SP,2017,<MR-6>,ICMS,6,B,10564612632.36,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado de São Paulo,SP,2017,<MR-7>,ICMS,6,B,10028996526.49,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado de São Paulo,SP,2017,<MR-8>,ICMS,6,B,10526877691.14,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado de São Paulo,SP,2017,<MR-9>,ICMS,6,B,10865539517.66,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado de São Paulo,SP,2017,<MR>,ICMS,6,B,11419437664.72,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado de São Paulo,SP,2018,<MR-1>,ICMS,6,B,11485532477.68,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado de São Paulo,SP,2018,<MR-10>,ICMS,6,B,10476597600.1,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado de São Paulo,SP,2018,<MR-11>,ICMS,6,B,11677975877.98,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado de São Paulo,SP,2018,<MR-2>,ICMS,6,B,11774136399.91,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado de São Paulo,SP,2018,<MR-3>,ICMS,6,B,11545390420.21,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado de São Paulo,SP,2018,<MR-4>,ICMS,6,B,11531205528.42,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado de São Paulo,SP,2018,<MR-5>,ICMS,6,B,11443946138.36,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado de São Paulo,SP,2018,<MR-6>,ICMS,6,B,10744749858.17,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado de São Paulo,SP,2018,<MR-7>,ICMS,6,B,11012655406.29,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado de São Paulo,SP,2018,<MR-8>,ICMS,6,B,11391479592.13,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado de São Paulo,SP,2018,<MR-9>,ICMS,6,B,10480820220.45,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado de São Paulo,SP,2018,<MR>,ICMS,6,B,11934298664.91,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado de São Paulo,SP,2019,<MR-1>,ICMS,6,B,12867230943.64,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado de São Paulo,SP,2019,<MR-10>,ICMS,6,B,11462266563.01,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado de São Paulo,SP,2019,<MR-11>,ICMS,6,B,12558222783.13,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado de São Paulo,SP,2019,<MR-2>,ICMS,6,B,12710370035.59,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado de São Paulo,SP,2019,<MR-3>,ICMS,6,B,12351445560.46,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado de São Paulo,SP,2019,<MR-4>,ICMS,6,B,11973955870.15,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado de São Paulo,SP,2019,<MR-5>,ICMS,6,B,11960432485.32,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado de São Paulo,SP,2019,<MR-6>,ICMS,6,B,11612038509.46,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado de São Paulo,SP,2019,<MR-7>,ICMS,6,B,11914640615.28,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado de São Paulo,SP,2019,<MR-8>,ICMS,6,B,12220173443.12,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado de São Paulo,SP,2019,<MR-9>,ICMS,6,B,11495125592.78,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado de São Paulo,SP,2019,<MR>,ICMS,6,B,15939220314.26,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado de Sergipe,SE,2015,<MR-1>,ICMS,6,B,238794223.48,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado de Sergipe,SE,2015,<MR-10>,ICMS,6,B,230640847.04,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado de Sergipe,SE,2015,<MR-11>,ICMS,6,B,248415449.87,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado de Sergipe,SE,2015,<MR-2>,ICMS,6,B,237815111.92,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado de Sergipe,SE,2015,<MR-3>,ICMS,6,B,219099716.87,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado de Sergipe,SE,2015,<MR-4>,ICMS,6,B,236832367.24,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado de Sergipe,SE,2015,<MR-5>,ICMS,6,B,225644351.76,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado de Sergipe,SE,2015,<MR-6>,ICMS,6,B,231590845.52,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado de Sergipe,SE,2015,<MR-7>,ICMS,6,B,225418265.63,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado de Sergipe,SE,2015,<MR-8>,ICMS,6,B,233501642.55,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado de Sergipe,SE,2015,<MR-9>,ICMS,6,B,207775751.56,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado de Sergipe,SE,2015,<MR>,ICMS,6,B,251431209.05,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado de Sergipe,SE,2016,<MR-1>,ICMS,6,B,257737003.52,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado de Sergipe,SE,2016,<MR-10>,ICMS,6,B,232224662.19,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado de Sergipe,SE,2016,<MR-11>,ICMS,6,B,231360723.7,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado de Sergipe,SE,2016,<MR-2>,ICMS,6,B,239547064.14,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado de Sergipe,SE,2016,<MR-3>,ICMS,6,B,240267480.38,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado de Sergipe,SE,2016,<MR-4>,ICMS,6,B,225480036.32,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado de Sergipe,SE,2016,<MR-5>,ICMS,6,B,229630112.16,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado de Sergipe,SE,2016,<MR-6>,ICMS,6,B,232611423.61,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado de Sergipe,SE,2016,<MR-7>,ICMS,6,B,233874815.36,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado de Sergipe,SE,2016,<MR-8>,ICMS,6,B,241386476.99,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado de Sergipe,SE,2016,<MR-9>,ICMS,6,B,227906124.69,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado de Sergipe,SE,2016,<MR>,ICMS,6,B,250503527.26,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado de Sergipe,SE,2017,<MR-1>,ICMS,6,B,267235833.94,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado de Sergipe,SE,2017,<MR-10>,ICMS,6,B,222023674.03,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado de Sergipe,SE,2017,<MR-11>,ICMS,6,B,289792267.06,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado de Sergipe,SE,2017,<MR-2>,ICMS,6,B,248702314.85,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado de Sergipe,SE,2017,<MR-3>,ICMS,6,B,257530355.57,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado de Sergipe,SE,2017,<MR-4>,ICMS,6,B,244280972.88,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado de Sergipe,SE,2017,<MR-5>,ICMS,6,B,240032065.06,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado de Sergipe,SE,2017,<MR-6>,ICMS,6,B,260494684.05,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado de Sergipe,SE,2017,<MR-7>,ICMS,6,B,235552979.32,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado de Sergipe,SE,2017,<MR-8>,ICMS,6,B,258352744.31,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado de Sergipe,SE,2017,<MR-9>,ICMS,6,B,250727412.91,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado de Sergipe,SE,2017,<MR>,ICMS,6,B,281415522.59,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado de Sergipe,SE,2018,<MR-1>,ICMS,6,B,310673061.39,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado de Sergipe,SE,2018,<MR-10>,ICMS,6,B,258795171.18,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado de Sergipe,SE,2018,<MR-11>,ICMS,6,B,292074760.58,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado de Sergipe,SE,2018,<MR-2>,ICMS,6,B,272503254.1,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado de Sergipe,SE,2018,<MR-3>,ICMS,6,B,423095802.61,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado de Sergipe,SE,2018,<MR-4>,ICMS,6,B,275888294.88,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado de Sergipe,SE,2018,<MR-5>,ICMS,6,B,278018619.56,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado de Sergipe,SE,2018,<MR-6>,ICMS,6,B,245771953.58,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado de Sergipe,SE,2018,<MR-7>,ICMS,6,B,266306541.91,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado de Sergipe,SE,2018,<MR-8>,ICMS,6,B,272214811.69,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado de Sergipe,SE,2018,<MR-9>,ICMS,6,B,261127981.15,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado de Sergipe,SE,2018,<MR>,ICMS,6,B,301620819.95,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado de Sergipe,SE,2019,<MR-1>,ICMS,6,B,308997988.85,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado de Sergipe,SE,2019,<MR-10>,ICMS,6,B,281011029.27,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado de Sergipe,SE,2019,<MR-11>,ICMS,6,B,314727318.35,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado de Sergipe,SE,2019,<MR-2>,ICMS,6,B,289437561.49,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado de Sergipe,SE,2019,<MR-3>,ICMS,6,B,288641120.27,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado de Sergipe,SE,2019,<MR-4>,ICMS,6,B,278142821.78,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado de Sergipe,SE,2019,<MR-5>,ICMS,6,B,264324440.23,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado de Sergipe,SE,2019,<MR-6>,ICMS,6,B,286637757.38,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado de Sergipe,SE,2019,<MR-7>,ICMS,6,B,285281478.86,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado de Sergipe,SE,2019,<MR-8>,ICMS,6,B,280613414.99,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado de Sergipe,SE,2019,<MR-9>,ICMS,6,B,264301774.77,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado de Sergipe,SE,2019,<MR>,ICMS,6,B,376760690.61,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado do Acre,AC,2015,<MR-1>,ICMS,6,B,96543349.66,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado do Acre,AC,2015,<MR-10>,ICMS,6,B,82966189.34,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado do Acre,AC,2015,<MR-11>,ICMS,6,B,87928334.13,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado do Acre,AC,2015,<MR-2>,ICMS,6,B,73756907.28,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
Governo do Estado do Acre,AC,2015,<MR-3>,ICMS,6,B,78799536.83,rcl,12,-3,9,2015-09-01,2015-09-02,2015-09-30
Governo do Estado do Acre,AC,2015,<MR-4>,ICMS,6,B,79704570.98,rcl,12,-4,8,2015-08-01,2015-08-02,2015-08-31
Governo do Estado do Acre,AC,2015,<MR-5>,ICMS,6,B,73587944.55,rcl,12,-5,7,2015-07-01,2015-07-02,2015-07-31
Governo do Estado do Acre,AC,2015,<MR-6>,ICMS,6,B,68262677.05,rcl,12,-6,6,2015-06-01,2015-06-02,2015-06-30
Governo do Estado do Acre,AC,2015,<MR-7>,ICMS,6,B,67423542.78,rcl,12,-7,5,2015-05-01,2015-05-02,2015-05-31
Governo do Estado do Acre,AC,2015,<MR-8>,ICMS,6,B,69896402.68,rcl,12,-8,4,2015-04-01,2015-04-02,2015-04-30
Governo do Estado do Acre,AC,2015,<MR-9>,ICMS,6,B,89935975.57,rcl,12,-9,3,2015-03-01,2015-03-02,2015-03-31
Governo do Estado do Acre,AC,2015,<MR>,ICMS,6,B,95961805.43,rcl,12,,12,2015-12-01,2015-12-02,2015-12-31
Governo do Estado do Acre,AC,2016,<MR-1>,ICMS,6,B,84865424.26,rcl,12,-1,11,2016-11-01,2016-11-02,2016-11-30
Governo do Estado do Acre,AC,2016,<MR-10>,ICMS,6,B,69704206.32,rcl,12,-10,2,2016-02-01,2016-02-02,2016-02-29
Governo do Estado do Acre,AC,2016,<MR-11>,ICMS,6,B,88660788.45,rcl,12,-11,1,2016-01-01,2016-01-02,2016-01-31
Governo do Estado do Acre,AC,2016,<MR-2>,ICMS,6,B,78756176.32,rcl,12,-2,10,2016-10-01,2016-10-02,2016-10-31
Governo do Estado do Acre,AC,2016,<MR-3>,ICMS,6,B,81824424.07,rcl,12,-3,9,2016-09-01,2016-09-02,2016-09-30
Governo do Estado do Acre,AC,2016,<MR-4>,ICMS,6,B,78755233.37,rcl,12,-4,8,2016-08-01,2016-08-02,2016-08-31
Governo do Estado do Acre,AC,2016,<MR-5>,ICMS,6,B,78665913.86,rcl,12,-5,7,2016-07-01,2016-07-02,2016-07-31
Governo do Estado do Acre,AC,2016,<MR-6>,ICMS,6,B,76483833.53,rcl,12,-6,6,2016-06-01,2016-06-02,2016-06-30
Governo do Estado do Acre,AC,2016,<MR-7>,ICMS,6,B,75235561.29,rcl,12,-7,5,2016-05-01,2016-05-02,2016-05-31
Governo do Estado do Acre,AC,2016,<MR-8>,ICMS,6,B,82712602.92,rcl,12,-8,4,2016-04-01,2016-04-02,2016-04-30
Governo do Estado do Acre,AC,2016,<MR-9>,ICMS,6,B,83659944.31,rcl,12,-9,3,2016-03-01,2016-03-02,2016-03-31
Governo do Estado do Acre,AC,2016,<MR>,ICMS,6,B,117731062.99,rcl,12,,12,2016-12-01,2016-12-02,2016-12-31
Governo do Estado do Acre,AC,2017,<MR-1>,ICMS,6,B,99785337.89,rcl,12,-1,11,2017-11-01,2017-11-02,2017-11-30
Governo do Estado do Acre,AC,2017,<MR-10>,ICMS,6,B,95275739.98,rcl,12,-10,2,2017-02-01,2017-02-02,2017-02-28
Governo do Estado do Acre,AC,2017,<MR-11>,ICMS,6,B,84419898.38,rcl,12,-11,1,2017-01-01,2017-01-02,2017-01-31
Governo do Estado do Acre,AC,2017,<MR-2>,ICMS,6,B,101945884.73,rcl,12,-2,10,2017-10-01,2017-10-02,2017-10-31
Governo do Estado do Acre,AC,2017,<MR-3>,ICMS,6,B,97797369.41,rcl,12,-3,9,2017-09-01,2017-09-02,2017-09-30
Governo do Estado do Acre,AC,2017,<MR-4>,ICMS,6,B,93029384.17,rcl,12,-4,8,2017-08-01,2017-08-02,2017-08-31
Governo do Estado do Acre,AC,2017,<MR-5>,ICMS,6,B,94481518.24,rcl,12,-5,7,2017-07-01,2017-07-02,2017-07-31
Governo do Estado do Acre,AC,2017,<MR-6>,ICMS,6,B,93616767.63,rcl,12,-6,6,2017-06-01,2017-06-02,2017-06-30
Governo do Estado do Acre,AC,2017,<MR-7>,ICMS,6,B,82742165.92,rcl,12,-7,5,2017-05-01,2017-05-02,2017-05-31
Governo do Estado do Acre,AC,2017,<MR-8>,ICMS,6,B,78622372.44,rcl,12,-8,4,2017-04-01,2017-04-02,2017-04-30
Governo do Estado do Acre,AC,2017,<MR-9>,ICMS,6,B,82905104.74,rcl,12,-9,3,2017-03-01,2017-03-02,2017-03-31
Governo do Estado do Acre,AC,2017,<MR>,ICMS,6,B,111280127.87,rcl,12,,12,2017-12-01,2017-12-02,2017-12-31
Governo do Estado do Acre,AC,2018,<MR-1>,ICMS,6,B,120496572.53,rcl,12,-1,11,2018-11-01,2018-11-02,2018-11-30
Governo do Estado do Acre,AC,2018,<MR-10>,ICMS,6,B,89970422.78,rcl,12,-10,2,2018-02-01,2018-02-02,2018-02-28
Governo do Estado do Acre,AC,2018,<MR-11>,ICMS,6,B,114042684.69,rcl,12,-11,1,2018-01-01,2018-01-02,2018-01-31
Governo do Estado do Acre,AC,2018,<MR-2>,ICMS,6,B,117663501.97,rcl,12,-2,10,2018-10-01,2018-10-02,2018-10-31
Governo do Estado do Acre,AC,2018,<MR-3>,ICMS,6,B,108081460.89,rcl,12,-3,9,2018-09-01,2018-09-02,2018-09-30
Governo do Estado do Acre,AC,2018,<MR-4>,ICMS,6,B,111935017.38,rcl,12,-4,8,2018-08-01,2018-08-02,2018-08-31
Governo do Estado do Acre,AC,2018,<MR-5>,ICMS,6,B,113691020.06,rcl,12,-5,7,2018-07-01,2018-07-02,2018-07-31
Governo do Estado do Acre,AC,2018,<MR-6>,ICMS,6,B,91882546.64,rcl,12,-6,6,2018-06-01,2018-06-02,2018-06-30
Governo do Estado do Acre,AC,2018,<MR-7>,ICMS,6,B,99986887.13,rcl,12,-7,5,2018-05-01,2018-05-02,2018-05-31
Governo do Estado do Acre,AC,2018,<MR-8>,ICMS,6,B,91260715.6,rcl,12,-8,4,2018-04-01,2018-04-02,2018-04-30
Governo do Estado do Acre,AC,2018,<MR-9>,ICMS,6,B,107933657.74,rcl,12,-9,3,2018-03-01,2018-03-02,2018-03-31
Governo do Estado do Acre,AC,2018,<MR>,ICMS,6,B,246149657.87,rcl,12,,12,2018-12-01,2018-12-02,2018-12-31
Governo do Estado do Acre,AC,2019,<MR-1>,ICMS,6,B,117492054.82,rcl,12,-1,11,2019-11-01,2019-11-02,2019-11-30
Governo do Estado do Acre,AC,2019,<MR-10>,ICMS,6,B,111329869.66,rcl,12,-10,2,2019-02-01,2019-02-02,2019-02-28
Governo do Estado do Acre,AC,2019,<MR-11>,ICMS,6,B,120161150.22,rcl,12,-11,1,2019-01-01,2019-01-02,2019-01-31
Governo do Estado do Acre,AC,2019,<MR-2>,ICMS,6,B,124538622.25,rcl,12,-2,10,2019-10-01,2019-10-02,2019-10-31
Governo do Estado do Acre,AC,2019,<MR-3>,ICMS,6,B,114566708.87,rcl,12,-3,9,2019-09-01,2019-09-02,2019-09-30
Governo do Estado do Acre,AC,2019,<MR-4>,ICMS,6,B,107029828.02,rcl,12,-4,8,2019-08-01,2019-08-02,2019-08-31
Governo do Estado do Acre,AC,2019,<MR-5>,ICMS,6,B,179209604.61,rcl,12,-5,7,2019-07-01,2019-07-02,2019-07-31
Governo do Estado do Acre,AC,2019,<MR-6>,ICMS,6,B,100955375.23,rcl,12,-6,6,2019-06-01,2019-06-02,2019-06-30
Governo do Estado do Acre,AC,2019,<MR-7>,ICMS,6,B,98589827.64,rcl,12,-7,5,2019-05-01,2019-05-02,2019-05-31
Governo do Estado do Acre,AC,2019,<MR-8>,ICMS,6,B,109348315.55,rcl,12,-8,4,2019-04-01,2019-04-02,2019-04-30
Governo do Estado do Acre,AC,2019,<MR-9>,ICMS,6,B,102229183.04,rcl,12,-9,3,2019-03-01,2019-03-02,2019-03-31
Governo do Estado do Acre,AC,2019,<MR>,ICMS,6,B,127597337.36,rcl,12,,12,2019-12-01,2019-12-02,2019-12-31
Governo do Estado do Amapá,AP,2015,<MR-1>,ICMS,6,B,68093391.22,rcl,12,-1,11,2015-11-01,2015-11-02,2015-11-30
Governo do Estado do Amapá,AP,2015,<MR-10>,ICMS,6,B,67458750.19,rcl,12,-10,2,2015-02-01,2015-02-02,2015-02-28
Governo do Estado do Amapá,AP,2015,<MR-11>,ICMS,6,B,80712667.37,rcl,12,-11,1,2015-01-01,2015-01-02,2015-01-31
Governo do Estado do Amapá,AP,2015,<MR-2>,ICMS,6,B,64065207.31,rcl,12,-2,10,2015-10-01,2015-10-02,2015-10-31
